0.097766,0.11708
0.17078,0.1203
0.21516,0.22255
0.15789,0.15795
0.29198,0.17151
0.21141,0.15175
0.075128,0.17183
0.1868,0.16319
0.07266,0.18664
0.24262,0.151
0.04892,0.18308
0.19574,0.18216
0.22474,0.102
0.046574,0.11194
-0.11672,0.10945
0.14284,0.19222
0.26087,0.13421
0.10879,0.12862
0.37848,0.17471
-0.099001,0.15872
-0.32541,0.25898
0.2124,0.26781
0.055404,0.16007
-5.2154e-05,0.13802
0.07064,0.17795
-0.18567,0.15582
0.17135,0.11842
0.1274,0.11371
-0.20008,0.11633
0.11364,0.14175
0.10642,0.13954
-0.055269,0.19139
0.039957,0.2012
0.086516,0.17905
0.23594,0.21573
0.02459,0.19469
0.16504,0.11663
0.10759,0.27377
0.046714,0.12609
0.3138,0.12341
0.02971,0.20322
0.023339,0.17186
0.10771,0.15541
0.3271,0.12062
-0.072992,0.36736
0.12925,0.1307
0.44844,0.35128
0.083066,0.24185
0.039012,0.16235
0.059988,0.15601
